url,naziv,cijena,lokacija,lat lng
https://www.olx.ba/artikal/27003694/cetverosoban-stan-marijin-dvor-prodaja/,Četverosoban stan - Marijin dvor - Prodaja,276.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.856336,18.411767&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29006945/jednosoban-stan-kosevsko-brdo-prodaja/,Jednosoban stan-Koševsko brdo-Prodaja,75.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.867491,18.403463&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/27657818/trosoban-stan-sutjeska-centar-druga-gimnazija/,Trosoban stan-Sutjeska-Centar-Druga gimnazija,216.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.861442,18.412594&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29375489/bauland-prodajecetverosoban-stan-b-faza/,BAULAND prodaje:Četverosoban stan/B-faza,146.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.841461,18.342336&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31463281/stan-u-sarajevu-3-soban-70-m2/,"Stan u Sarajevu, 3-soban, 70 m2",110.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.840041,18.344285&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31304869/stan-79-35-m-novogradnja-na-stupu/,"Stan 79,35 m² novogradnja na Stupu",166.365 KM,Ilidža,"https://maps.google.com/maps?ll=43.831406,18.300211&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30473261/dvosoban-stan-skenderija-33m2/,Dvosoban stan - Skenderija - 33m2,120.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.85468,18.417979&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/17574030/cetverosoban-stan-titova-prodaja/,Četverosoban stan - Titova - Prodaja,269.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.859044,18.417604&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/27905713/nov-trosoban-stan-vraca-prodaja-86m2/,Nov trosoban stan - Vraca - Prodaja - 86m2,360.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.844156,18.397824&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31479945/stan-n-sarajevo-76m2-duplex-1-sprat-trostrani-hrasno/,"Stan, N.Sarajevo 76m2 Duplex 1.sprat, Trostrani, Hrasno",190.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.849132,18.384411&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/26511289/bascarsija-stari-grad-dvoiposoban-stan-67m2/,Baščaršija Stari Grad dvoiposoban stan 67m2,167.500 KM,Stari Grad,"https://maps.google.com/maps?ll=43.861611,18.43357&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31071425/stan-u-strogom-centru-sarajeva/,Stan u strogom centru Sarajeva,146.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.857929,18.410954&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31479902/stan-sarajevo-visnjik/,Stan Sarajevo - Višnjik,210.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.866788,18.416697&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31315055/professionals-cetverosoban-stan-86m2-na-dobrinji/,Professionals/četverosoban stan 86m2 na Dobrinji,125.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.822333,18.355197&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30189046/prostran-stan-104m2-sa-parkingom-alipasina-ulica/,"Prostran stan 104m2 sa parkingom, Alipašina ulica",315.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.858498,18.41181&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31391986/stan-u-vogosci/,Stan u Vogošći,85.000 KM,Vogošća,"https://maps.google.com/maps?ll=43.902228,18.342587&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29832260/prodajem-stan-39-kvadrata-fiksna-cijena/,PRODAJEM STAN 39 KVADRATA FIKSNA CIJENA,68.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.848115,18.345769&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/23142620/dvosoban-kompletno-renoviran-stan-dobrinja-100866/,Dvosoban kompletno renoviran stan Dobrinja 100866,115.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.82518,18.348032&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29444859/lux-dom-prodaje-stan-vrace-120-m2/,LUX DOM / Prodaje STAN -VRACE 120 M2,190.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.846632,18.393597&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29866516/prodaja-stana-dobrinja/,PRODAJA STANA DOBRINJA,65.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.825754,18.356645&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/21712718/prodajem-u-centru-ilidze-stan/,PRODAJEM U CENTRU ILIDZE STAN,130.000 KM,Ilidža,"https://maps.google.com/maps?ll=43.830044,18.301241&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/16761756/prodajem-stan-u-centru-ilidze/,PRODAJEM STAN U CENTRU ILIDZE,130.000 KM,Ilidža,"https://maps.google.com/maps?ll=43.831406,18.300211&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/20267692/prodajem-na-ilidzi-u-novogradnja-stan/,PRODAJEM NA ILIDZI U NOVOGRADNJA-STAN,110.000 KM,Ilidža,"https://maps.google.com/maps?ll=43.831406,18.300211&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/17432913/prodajem-stan-alipasino-a-faza-adaptiran/,PRODAJEM STAN ALIPASINO A FAZA ADAPTIRAN,117.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.839573,18.342851&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30311906/stan-u-sarajevu/,Stan u Sarajevu,200.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.850254,18.400668&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/27905953/petosoban-stan-vraca-prodaja-162m2/,Petosoban stan - Vraca - Prodaja - 162m2,750.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.844389,18.398382&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/27906149/petosoban-stan-vraca-prodaja-142m2/,Petosoban stan - Vraca - Prodaja - 142m2,550.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.84445,18.398296&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/28271127/cetverosoban-stan-centar-sarajevo-prodaja/,Četverosoban stan-Centar-Sarajevo-Prodaja,450.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.866454,18.413291&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/18660843/trosoban-stan-marijin-dvor-novogradnja/,Trosoban stan - Marijin dvor - Novogradnja,300.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.856305,18.411081&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/27991141/trosoban-stan-ciglane-husrefa-redzica/,Trosoban stan - Ciglane - Husrefa Redžića,260.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.868171,18.407884&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29675985/dvoiposoban-stan-na-obali-kulina-bana/,Dvoiposoban stan na Obali Kulina bana,205.000 KM,Stari Grad,"https://maps.google.com/maps?ll=43.857882,18.428785&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/18563121/troiposoban-stan-sarajevo-centar/,,275.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.859485,18.424374&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29046294/namjesten-dvosoban-stan-sa-garaznim-mjestom/,Namješten dvosoban stan sa garažnim mjestom,105.000 KM,Ilidža,"https://maps.google.com/maps?ll=43.843417,18.317528&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30623205/trosoban-stan-sarajevo-centar-84m2/,Trosoban stan - Sarajevo-Centar - 84m2,220.000 KM,Stari Grad,"https://maps.google.com/maps?ll=43.860876,18.425148&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/16047299/troiposoban-stan-sarajevo-centar-drvenija-prodaja/,Troiposoban stan-Sarajevo-Centar-Drvenija-Prodaja,265.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.855988,18.423333&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30147806/trosoban-stan-kralja-tvrtka-marijin-dvor/,Trosoban Stan - Kralja Tvrtka - Marijin dvor,280.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.856444,18.407798&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30660628/stan-pofalici-kolodvorska-sa-garazom/,Stan Pofalici Kolodvorska sa garažom,120.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.855334,18.389792&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31469331/stan-sarajevo-novi-grad/,Stan Sarajevo-Novi Grad,250 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.836515,18.337101&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30373052/centar-dvoiposoban-stan-pored-scc-a-72-75m2/,Centar dvoiposoban stan pored Scc-a 72/75m2/,239.000 KM 230.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.853906,18.406341&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/21934809/trosoban-stan-sa-garazom-velesici-83m2/,Trosoban stan sa garažom- Velešići - 83m2,212.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.865734,18.400829&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31469949/hrasnica-jednosoban-stan-na-prodaju/,"Hrasnica , Jednosoban stan na prodaju!",39.000 KM,Ilidža,"https://maps.google.com/maps?ll=43.792982,18.322404&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31292147/professionals-troiposoban-stan-68m2-alipasino-a-faza/,Professionals/troiposoban stan/68m2/Alipašino A faza,110.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.845949,18.349886&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31192907/my-space-stan-hrasno-dzamijska-53-m2/,MY SPACE/ Stan/ Hrasno/ Dzamijska/ 53 m2,115.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.848594,18.381302&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29328991/my-space-stan-stari-grad-muse-cazima-catica-78m2/,MY SPACE/ Stan/ Stari Grad/ Muse Cazima Catica/ 78m2,234.000 KM,Stari Grad,"https://maps.google.com/maps?ll=43.862601,18.425459&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/25320686/my-space-stan-breka-j-najtharta-44m2-10m2-terasa-basta/,MY SPACE/Stan/Breka/J. Najtharta/44m2 10m2 terasa basta,95.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.872568,18.417727&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/24484123/my-space-stan-centar-obala-luksuzan-154m2/,MY SPACE/Stan/Centar/Obala/LUKSUZAN/154m2,660.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.85656,18.418033&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/24485471/my-space-stan-breka-hasana-susica-95-m2/,MY SPACE/ Stan/ Breka/ Hasana Susica/ 95 m2,230.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.871899,18.417132&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30956480/my-space-stan-kosevsko-brdo-muhameda-hadzijahica-143m2/,MY SPACE/ Stan/Kosevsko Brdo/Muhameda Hadzijahica/143m2,360.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.868403,18.403871&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/28679339/my-space-stan-centar-buka-renoviran-56-m2/,MY SPACE/ Stan/ Centar/ Buka/ RENOVIRAN/ 56 m2,219.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.860305,18.421069&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30874533/my-space-stan-sa-garazom-nova-otoka-namjesten-75m2/,MY SPACE/ Stan sa garazom/ Nova Otoka/ NAMJESTEN/ 75m2,270.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.849566,18.36308&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/23724720/my-space-stan-alipasino-polje-bosanska-80m2/,MY SPACE/ Stan/ Alipasino Polje/ Bosanska/ 80m2,119.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.841146,18.350424&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/24098047/stan-centar-antuna-hangija-luksuzan-119-m2/,Stan/ Centar/ Antuna Hangija/ Luksuzan/ 119 m2,369.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.863716,18.405008&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/26639364/my-space-stan-kuca-ilidza-bosanskih-gazija-87m2/,MY SPACE/ Stan-Kuca/ Ilidza/ Bosanskih gazija/ 87m2,145.000 KM,Ilidža,"https://maps.google.com/maps?ll=43.833035,18.300611&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30558464/my-space-stan-centar-kralja-tvrtka-renoviran-58-m2/,MY SPACE/ Stan/ Centar/ Kralja Tvrtka/ RENOVIRAN/ 58 m2,165.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.856406,18.407819&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30369932/my-space-stan-buca-potok-novogradnja-46-m2/,MY SPACE/ Stan/ Buca Potok/ NOVOGRADNJA/ 46 m2,90.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.858705,18.365989&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31128491/trosoban-namjesten-stan-stup-54-m2-sa-garazom/,"Trosoban namjesten stan, Stup, 54 m2 sa garazom",139.000 KM,Ilidža,"https://maps.google.com/maps?ll=43.843747,18.324137&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29527814/nova-cijena-trosoban-stan-u-zgradi-novije-gradnje/,NOVA CIJENA! Trosoban stan u zgradi novije gradnje,205.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.866608,18.399992&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29504955/renoviran-trosoban-stan-centar/,"Renoviran trosoban stan, Centar",169.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.864435,18.415576&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31467333/103146-jednosoban-stan-prodaja-vogosca/,103146 Jednosoban stan prodaja Vogošća,55.700 KM,Vogošća,"https://maps.google.com/maps?ll=43.901594,18.345956&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/25397221/trosoban-stan-na-dobrinji-dobrinja-exclusive-b1-s1/,Trosoban stan na Dobrinji - Dobrinja exclusive B1 S1,116.569 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.831464,18.35275&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31130771/cetverosoban-stan-marijin-dvor-prodaja/,Četverosoban stan Marijin Dvor prodaja,255.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.856212,18.411124&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31130671/dvosoban-stan-malta-prodaja/,Dvosoban stan Malta prodaja,135.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.854841,18.384285&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/18881245/marijin-dvor-vrazova-trosoban-stan-84-m2/,Marijin Dvor Vrazova trosoban stan 84 m2,187.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.856259,18.413076&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29022596/stan-sa-parking-mjestom-92m2-sip-bare/,"STAN SA PARKING MJESTOM 92m2, ŠIP/BARE",179.400 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.881412,18.398185&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31461016/stan-sarajevo-dobrinja-1-kod-stanice-37-kvadrata/,Stan Sarajevo- Dobrinja 1 kod stanice 37 kvadrata,45.000 KM,"Sarajevo, Novi Grad",
https://www.olx.ba/artikal/22649313/penthouse-nova-otoka-sarajevo-lamela-d-115m2/,"Penthouse, Nova Otoka, Sarajevo - lamela D (115m2)",2.500 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.849123,18.362878&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/27660387/penthouse-nova-otoka-lamela-b-96m2/,"Penthouse ""Nova Otoka"", lamela B, 96m2",2.500 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.849959,18.362492&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/27660739/cetverosoban-stan-nova-otoka-sarajevo/,"Četverosoban stan, NOVA OTOKA, Sarajevo",2.150 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.850222,18.362878&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/27792285/cetverosoban-stan-nova-otoka-97m2/,"Četverosoban stan, NOVA OTOKA, 97m2",2.150 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.850438,18.362105&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/28177585/penthouse-sa-vrhunskim-pogledom-na-sarajevo-nova-otoka/,"Penthouse sa vrhunskim pogledom na Sarajevo, NOVA OTOKA",410.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.849015,18.363479&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/26507479/penthouse-lamela-a-nova-otoka-115m2/,"Penthouse - Lamela A, Nova Otoka, 115m2",2.500 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.850361,18.362492&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/18884954/stan-marijin-dvor-prodaja-ili-zamjena/,Stan Marijin dvor (prodaja ili zamjena),240.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.8568,18.409514&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/28861489/stan-u-centru-sarajeva/,Stan u centru Sarajeva,275.000 KM,Stari Grad,"https://maps.google.com/maps?ll=43.859644,18.424714&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30021969/rijetka-prilika-stan-sa-garazom-sarajevo-centar/,RIJETKA PRILIKA STAN SA GARAŽOM Sarajevo - CENTAR,153.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.863771,18.417136&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31459038/stan-dvosoban/,Stan Dvosoban,160.000 KM,Stari Grad,"https://maps.google.com/maps?ll=43.861688,18.425202&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/6016183/trosoban-stan-u-sarajevu/,Trosoban stan u Sarajevu,110.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.844649,18.342855&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/3565322/ciglane-stan-130-m2/,Ciglane Stan 130 m2,375.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.865715,18.409599&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31458404/stan-na-kosevskom-brdu/,Stan na Koševskom Brdu,70.300 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.871613,18.403678&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31422529/trosoban-stan-vojnicko-polje/,Trosoban stan Vojničko polje,130.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.842231,18.339822&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31054145/dvosoban-stan-57m2-sa-lodjom-dobrinja-c-5/,"Dvosoban stan 57m2 sa lođom, Dobrinja C-5",84.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.826025,18.345598&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31289178/lux-dom-prodaje-alipasino-61-m2/,LUX DOM / Prodaje : ALIPASINO 61 m2,105.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.845071,18.340509&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31140935/lux-dom-prodajec-vila-76-m2-1-sprat/,LUX DOM /Prodaje:C.VILA 76 m2 1/SPRAT,129.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.85406,18.392567&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30991392/lux-dom-prodaje-stan-na-svrakino-24-m2/,LUX DOM :Prodaje stan na Švrakino 24 m2,36.500 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.845071,18.340509&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31454989/sigenx-prodaje-dvosoban-stan-bjelave/,SIGENX prodaje: Dvosoban stan/ Bjelave/,120.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.865913,18.420361&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/27271873/stan-55m2-sarajevo-centar-marijin-dvor/,Stan 55m2 - Sarajevo - Centar - Marijin Dvor,137.500 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.856542,18.410197&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31453898/sigenx-prodaje-trosoban-stan-cengic-vila/,SIGENX prodaje: trosoban stan/ Čengić Vila,110.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.851662,18.370123&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31453555/prostor-prodaje-dvoiposoban-stan-cengic-vila/,"PROSTOR prodaje: Dvoiposoban stan, Čengić Vila",106.400 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.850873,18.36935&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30979215/trosoban-stan-kosevsko-brdo-75-m2/,"Trosoban stan Koševsko brdo, 75 m2",160.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.87043,18.403807&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31204471/dvosoban-stan-buca-potok-57-m2/,"Dvosoban stan, Buća potok, 57 m2",108.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.859507,18.366408&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31453226/my-space-stan-mejtas-cekalusa-47-52-m2/,MY SPACE/ Stan/ Mejtas/ Cekalusa/ 47(52) m2,109.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.862993,18.416295&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31331960/my-space-stan-kosevo-luksuzno-namjesten-86-m2/,MY SPACE/ Stan/ Kosevo/ LUKSUZNO NAMJESTEN/ 86 m2,280.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.872534,18.413066&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31354622/my-space-stan-alipasino-polje-trg-zavnobih-a-47-m2/,MY SPACE/ Stan/ Alipasino polje/ Trg ZAVNOBIH-a/ 47 m2,83.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.842223,18.345251&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31346235/my-space-stan-mojmilo-renoviran-38-44m2/,MY SPACE/ Stan/ Mojmilo/ RENOVIRAN/ 38(44)m2,88.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.838973,18.345315&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31356165/my-space-stan-hrasno-renoviran-namjesten-59-68-m2/,MY SPACE/ Stan/ Hrasno/ RENOVIRAN/ NAMJESTEN/ 59(68) m2,185.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.848551,18.381828&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29328259/my-space-stan-centar-nahorevska-namjesten-42m2/,MY SPACE/ Stan/ Centar/ Nahorevska/ NAMJESTEN/ 42m2,142.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.880461,18.414911&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30990848/my-space-stan-vogosca-p-o-zvijezda-69-m2/,MY SPACE/ Stan/ Vogosca/ P.O.Zvijezda / 69 m2,93.000 KM,Vogošća,"https://maps.google.com/maps?ll=43.90328,18.345978&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/27850095/my-space-stan-grbavica-behdzeta-mutevelica-69m2/,MY SPACE/ Stan/ Grbavica/ Behdzeta Mutevelica/ 69m2,145.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.849054,18.388726&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/28149261/my-space-stan-marijin-dvor-renoviran-namjesten-38m2/,MY SPACE/ Stan/ Marijin Dvor/ RENOVIRAN/NAMJESTEN/ 38m2,125.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.857473,18.406929&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29651999/my-space-stan-sa-garazom-kosevo-75-m2/,MY SPACE/ Stan sa garazom/ Kosevo/ 75 m2,187.500 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.869316,18.418312&z=16&hl=en-US&gl=US&mapclient=apiv3"
