url,naziv,cijena,lokacija,lat lng
https://www.olx.ba/artikal/30286157/grbavica-prodaje-se-stan-od-68-7-m2/,"Grbavica // prodaje se stan od 68,7 m2",137.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.849108,18.388791&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/28164357/dobrinja-2-prodaje-se-stan-od-75-m2/,Dobrinja 2 // prodaje se stan od 75 m2,115.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.827462,18.348136&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30329071/dobrinja-4-prodaje-se-stan-od-63-m2/,Dobrinja 4 // prodaje se stan od 63 m2,105.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.829092,18.352245&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30328926/dobrinja-4-prodaje-se-stan-od-74-m2/,Dobrinja 4 // prodaje se stan od 74 m2,105.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.827606,18.360142&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29869837/stup-prodaje-se-stan-od-62-m2/,Stup // prodaje se stan od 62 m2,105.000 KM,Ilidža,"https://maps.google.com/maps?ll=43.840074,18.313043&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29870029/i-sarajevo-prodaje-se-stan-od-38-7-m2/,"I.Sarajevo// prodaje se stan od 38,7 m2",53.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.821121,18.363321&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30165653/dobrinja-prodaje-se-stan-od-88-m2/,Dobrinja // prodaje se stan od 88 m2,115.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.822536,18.354509&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30165592/alipasino-polje-prodaje-se-stan-od-79-m2/,Alipašino polje // prodaje se stan od 79 m2,105.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.84358,18.346151&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/27812204/centar-prodaje-se-stan-od-81-m2/,Centar // prodaje se stan od 81 m2,219.915 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.855821,18.408833&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29712432/ilidza-prodaje-se-stan-od-63-5-m2/,"Ilidža // prodaje se stan od 63,5 m2",120.000 KM,Ilidža,"https://maps.google.com/maps?ll=43.831406,18.300211&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31256848/urban-promet-prodaje-stan-alipasino-81-m2/,"Urban Promet prodaje: Stan, Alipasino, 81 m2",129.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.845643,18.345702&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30480753/hrasnica-prodaje-se-stan-od-73-m2/,Hrasnica // prodaje se stan od 73 m2,84.000 KM,Ilidža,"https://maps.google.com/maps?ll=43.796227,18.314288&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30480971/visnjik-prodaje-se-stan-od-30-m2/,Višnjik // prodaje se stan od 30 m2,72.500 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.865356,18.417196&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30832726/alipasino-polje-prodaje-se-stan-od-58-m2/,Alipašino polje // prodaje se stan od 58 m2,87.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.841681,18.345303&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29194161/buca-potok-prodaje-se-stan-od-78-m2/,Buća potok // prodaje se stan od 78 m2,135.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.857296,18.365681&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30822030/vraca-prodaje-se-stan-od-43-m2/,Vraca // prodaje se stan od 43 m2,68.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.856259,18.413076&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29276900/i-sarajevo-prodaje-se-stan-od-43-m2-plusbalkon/,I.Sarajevo // prodaje se stan od 43 m2+balkon,65.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.840503,18.344853&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29012422/cengic-vila-prodaje-se-stan-od-56-m2/,Čengić vila // prodaje se stan od 56 m2,95.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.851591,18.371064&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/28663797/aerodromsko-naselje-prodaje-se-stan-od-74-m2/,Aerodromsko naselje // prodaje se stan od 74 m2,110.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.829312,18.337129&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31023234/stup-prodaje-se-stan-od-68-m2/,Stup // prodaje se stan od 68 m2,115.000 KM,Ilidža,"https://maps.google.com/maps?ll=43.838789,18.312088&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30492575/centar-prodaje-se-stan-od-66-m2/,Centar // prodaje se stan od 66 m2,220.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.872394,18.423762&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30349241/dobrinja-4-prodaje-se-stan-od-55-m2/,Dobrinja 4 // prodaje se stan od 55 m2,85.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.826987,18.354649&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30022988/dobrinja-prodaje-se-stan-od-70-m2/,Dobrinja // prodaje se stan od 70 m2,70.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.829092,18.356322&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30340291/kosevsko-brdo-prodaje-se-stan-od-38-m2/,Koševsko brdo // prodaje se stan od 38 m2,80.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.867769,18.404364&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30500892/ilidza-prodaje-se-stan-od-54-m2/,Ilidza // prodaje se stan od 54 m2,95.000 KM,Ilidža,"https://maps.google.com/maps?ll=43.831406,18.300211&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30024796/centar-prodaje-se-stan-od-49-m2/,Centar // prodaje se stan od 49 m2,105.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.856259,18.413076&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30266642/dobrinja-4-prodaje-se-stan-od-63-m2/,Dobrinja 4 // prodaje se stan od 63 m2,80.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.82451,18.354305&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30201395/kosevsko-brdo-prodaje-se-stan-od-73-m2/,Koševsko brdo // prodaje se stan od 73 m2,194.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.861829,18.41136&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30108116/alipasino-polje-prodaje-se-stan-od-65-m2/,Alipašino polje // prodaje se stan od 65 m2,105.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.845143,18.343855&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30201613/nova-otoka-prodaje-se-stan-od-80-m2/,Nova otoka // prodaje se stan od 80 m2,180.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.848501,18.358511&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29686846/alipasino-polje-prodaje-se-stan-od-70-m2/,Alipašino polje // prodaje se stan od 70 m2,126.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.840563,18.348172&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29886264/pofalici-prodaje-se-stan-od-26-m2/,Pofalići // prodaje se stan od 26 m2,40.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.865447,18.384499&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30340849/ilidza-prodaje-se-stan-od-116-m2/,Ilidza // prodaje se stan od 116 m2,200.000 KM,Ilidža,"https://maps.google.com/maps?ll=43.83427,18.304063&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29597920/hrasnica-prodaju-se-stanovi-u-novogradnji/,Hrasnica // prodaju se stanovi u novogradnji,1.350 KM,Ilidža,"https://maps.google.com/maps?ll=43.831406,18.300211&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29326717/i-sarajevo-prodaje-se-stan-od-41-72-m2/,"I.Sarajevo // prodaje se stan od 41,72 m2",64.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.820473,18.364983&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29314133/centar-prodaje-se-stan-od-20-m2/,Centar // prodaje se stan od 20 m2,56.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.856259,18.413076&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30398701/alipasino-polje-prodaje-se-stan-od-65m2/,Alipašino polje // prodaje se stan od 65m2,121.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.848037,18.345207&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29597425/hrasno-prodaje-se-stan-od-59-m2/,Hrasno // prodaje se stan od 59 m2,120.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.85406,18.392567&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30201311/ilidza-prodaje-se-stan-od-100-m2/,Ilidza // prodaje se stan od 100 m2,95.000 KM,Ilidža,"https://maps.google.com/maps?ll=43.840476,18.285212&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30023054/saraj-polje-prodaje-se-stan-od-135-m2/,Saraj polje // prodaje se stan od 135 m2,216.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.833055,18.344692&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30821883/otoka-prodaje-se-stan-od-31m2/,Otoka // prodaje se stan od 31m2,72.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.845643,18.363327&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29100958/dobrinja-prodaje-se-stan-od-54-m2/,Dobrinja // prodaje se stan od 54 m2,97.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.824034,18.350454&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30821444/malta-prodaje-se-stan-od-56-m2/,Malta // prodaje se stan od 56 m2,119.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.8529,18.378298&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30821089/i-sarajevo-prodaje-se-stan-od-43-m2/,I.Sarajevo // prodaje se stan od 43 m2,65.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.820381,18.36882&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/28664916/dobrinja-1-prodaje-se-stan-od-77-m2/,Dobrinja 1 // prodaje se stan od 77 m2,100.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.822098,18.355534&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/23742741/dobrinja-c5-prodaje-se-stan-od-66-m2/,Dobrinja C5 // prodaje se stan od 66 m2,106.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.827811,18.342042&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30479698/stari-grad-prodaje-se-stan-od-54-m2/,Stari grad // prodaje se stan od 54 m2,125.000 KM,Stari Grad,"https://maps.google.com/maps?ll=43.859069,18.428726&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/28153811/ciglane-prodaje-se-stan-od-84-m2/,Ciglane // prodaje se stan od 84 m2,185.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.864397,18.407111&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30832501/dobrinja-prodaje-se-stan-od-50-m2/,Dobrinja // prodaje se stan od 50 m2,82.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.828246,18.34998&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30896102/i-sarajevo-prodaje-se-stan-od-48-6-m2/,"I.Sarajevo // prodaje se stan od 48,6 m2",65.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.819514,18.367962&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29678191/stup-prodaje-se-stan-od-75-m2/,Stup // prodaje se stan od 75 m2,165.000 KM,Ilidža,"https://maps.google.com/maps?ll=43.858178,18.41222&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29686693/i-sarajevo-prodaje-se-stan-od-44-m2/,I.Sarajevo // prodaje se stan od 44 m2,29.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.816291,18.377355&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29725452/dobrinja-prodaje-se-stan-od-80-m2/,Dobrinja // prodaje se stan od 80 m2,160.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.828057,18.34903&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29677625/rajlovac-prodaje-se-stan-od-63-m2/,Rajlovac // prodaje se stan od 63 m2,90.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.858178,18.41222&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/28483229/dobrinja-2-prodaje-se-stan-od-68-m2/,Dobrinja 2 // prodaje se stan od 68 m2,115.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.827687,18.352085&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30970501/dobrinja-4-prodaje-se-stan-od-71-m2/,Dobrinja 4 // prodaje se stan od 71 m2,75.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.824639,18.354413&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30897487/stup-prodaje-se-stan-od-34m2/,Stup // prodaje se stan od 34m2,72.000 KM,Ilidža,"https://maps.google.com/maps?ll=43.839579,18.331969&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30541051/vojnicko-polje-prodaje-se-stan-od-50-m2/,Vojničko polje // prodaje se stan od 50 m2,93.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.848243,18.346676&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/27835667/grbavica-prodaje-se-stan-od-95-m2/,Grbavica // prodaje se stan od 95 m2,220.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.852451,18.397803&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30286000/dobrinja-prodaje-se-stan-od-86-m2/,Dobrinja // prodaje se stan od 86 m2,130.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.824262,18.352245&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29620800/otoka-prodaje-se-stan-od-54-m2/,Otoka // prodaje se stan od 54 m2,112.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.858178,18.41222&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31524051/fantastican-stan-kod-zgrade-ohr-a-grbavica/,"Fantastičan stan kod zgrade OHR-a, Grbavica",390.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.850996,18.401408&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31319707/locus-prodaje-dvosoban-stan-sa-balkonom-i-lodjama-otes/,"LOCUS prodaje: Dvosoban stan sa balkonom i lođama, Otes",99.000 KM,Ilidža,"https://maps.google.com/maps?ll=43.840097,18.297636&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31523517/stan-ilidza/,Stan Ilidža,126.000 KM,Ilidža,
https://www.olx.ba/artikal/31194816/cetverosoban-stan-kovacici-skenderija-centar/,Cetverosoban stan - Kovačići - Skenderija - Centar,360.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.85194,18.405614&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/27484426/trosoban-stan-94-86-m2-breka-sarajevo-novogradnja/,"Trosoban stan 94,86 m2, Breka, Sarajevo NOVOGRADNJA",265.700 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.872998,18.418054&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/27484276/trosoban-stan-106-55-m2-breka-sarajevo-novogradnja/,"Trosoban stan 106,55 m2, Breka, Sarajevo NOVOGRADNJA",298.400 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.872812,18.418012&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/27484138/dvosoban-stan-75-69-m2-breka-sarajevo-novogradnja/,"Dvosoban stan 75,69 m2, Breka, Sarajevo, NOVOGRADNJA",208.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.873029,18.418054&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/27483746/dvosoban-stan-66-24-m2-breka-sarajevo-novogradnja/,"Dvosoban stan 66,24 m2, Breka, Sarajevo NOVOGRADNJA",178.250 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.872859,18.41799&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/27483642/dvosoban-stan-75-m2-breka-novogradnja/,"Dvosoban stan 75 m2, Breka NOVOGRADNJA",210.500 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.872874,18.418097&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/27483939/dvosoban-stan-64-31-m2-breka-sarajevo-novogradnja/,"Dvosoban stan 64,31 m2, Breka, Sarajevo NOVOGRADNJA",176.800 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.87306,18.418012&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31363160/novogradnja-centar-kromolj-cetvorosoban-stan-93m2/,Novogradnja Centar Kromolj četvorosoban stan 93m2,205.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.880797,18.408759&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31222883/cengic-vila-cetvorosoban-renoviran-stan-94m2/,Čengić vila četvorosoban renoviran stan 94m2,188.000 KM 187.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.850958,18.371891&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30844550/stan-marijin-dvor-kranjceviceva/,Stan Marijin Dvor Kranjčevićeva,175.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.859106,18.403635&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30171645/kosevsko-brdo-dvosoban-renoviran-stan-52-48-m2/,Koševsko brdo dvosoban renoviran stan 52(48) m2,103.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.856259,18.413076&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31425393/prodaja-troiposoban-stan-na-ilidzi/,PRODAJA-Troiposoban stan na Ilidži,129.000 KM,Ilidža,"https://maps.google.com/maps?ll=43.831577,18.303044&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29924059/dvosoban-stan-novogradnja-sarajevo-prodaja/,Dvosoban stan novogradnja Sarajevo prodaja,105.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.85505,18.365702&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29211638/trosoban-stan-bistrik-prodaja/,Trosoban stan Bistrik prodaja,145.000 KM,Stari Grad,"https://maps.google.com/maps?ll=43.855294,18.430577&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/28838041/prostor-prodaje-novogradnja-trosoban-49m2-s-balkonom/,PROSTOR prodaje: NOVOGRADNJA Trosoban 49m2 s balkonom,95.550 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.850593,18.356698&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29107048/dragulj-u-srcu-sarajeva-ferhadija/,"DRAGULJ U SRCU SARAJEVA, FERHADIJA",545.000 KM,Stari Grad,"https://maps.google.com/maps?ll=43.859089,18.42709&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31214723/djelomicno-renoviran-trosoban-stan-69m2-grbavica/,"Djelomično renoviran trosoban stan 69m2, Grbavica",145.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.849596,18.389456&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31058490/locus-prodaje-cetverosoban-stan-novije-gradnje-centar/,"LOCUS prodaje: Četverosoban stan novije gradnje, Centar",236.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.85581,18.418666&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31021668/locus-prodaje-trosoban-stan-70m2-alipasino-polje/,"LOCUS prodaje: Trosoban stan 70m2, Alipašino Polje",125.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.841573,18.351967&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29935792/novogradnja-dobrinja-oki-70-m2/,Novogradnja Dobrinja OKI 70 m2,155.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.848115,18.345769&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31522674/nov-dvosoban-stan-na-odlicnoj-lokaciji-skenderija/,"Nov, dvosoban stan na odličnoj lokaciji, Skenderija",1.200 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.854541,18.413849&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31256071/lux-dom-prodaje-kosevsko-brdo-58-m2/,LUX DOM/Prodaje: Kosevsko Brdo 58 m2,117.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.856259,18.413076&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29044527/lux-dom-visnjik-28m2-plus2-m2/,LUX DOM / VISNJIK 28m2 +2 m2,70.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.863809,18.416166&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31522639/stan-39m-dobrinia-3-67000km-fixno/,STAN 39M DOBRINIA 3 67000KM FIXNO,67.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.845071,18.340509&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31106750/lux-dom-prodaje-grbavica-79m2/,LUX DOM /Prodaje: GRBAVICA 79m2,205.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.85406,18.392567&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/29503259/lux-dom-prodaje-stan-84m2-carsija-garaza/,LUX DOM :prodaje Stan 84m2 Čaršija Garaža,165.000 KM,Stari Grad,"https://maps.google.com/maps?ll=43.860033,18.429987&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31331961/trosoban-stan-66-m2-buca-potok-tibra-plus-garaza/,Trosoban stan / 66 m2 / Buća Potok - Tibra + GARAŽA,145.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.845071,18.340509&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31463044/potpuno-namjesten-cetverosoban-stan-dobrinja-prodaja/,Potpuno namješten četverosoban stan Dobrinja prodaja,159.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.829005,18.357933&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/25449738/prilika-atraktivan-stan-78m2/,PRILIKA! Atraktivan stan 78m2,119.500 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.861795,18.354123&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30569775/stan-sarajevo-centar-skenderpasina/,Stan - Sarajevo Centar - Skenderpašina,235.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.854321,18.419471&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/30994178/locus-prodaje-dvosoban-stan-sa-balkonom-centar/,"LOCUS prodaje: Dvosoban stan sa balkonom, Centar",159.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.857651,18.422174&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31176121/stan-dobrinja-c5/,Stan Dobrinja c5,110.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.830057,18.335877&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31522351/my-space-stan-centar-marsala-tita-85-m2/,MY SPACE/ Stan/ Centar/ Marsala Tita/ 85 m2,189.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.858897,18.420168&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31498267/cetverosoban-stan-marijin-dvor-prodaja/,Četverosoban stan Marijin Dvor prodaja,218.000 KM,Sarajevo - Centar,"https://maps.google.com/maps?ll=43.857976,18.401682&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31480619/dvosoban-stan-grbavica/,Dvosoban stan - Grbavica,110.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.849573,18.399037&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31481280/cetverosoban-stan-vojnicko-polje/,Četverosoban stan Vojničko Polje,165.000 KM,"Sarajevo, Novi Grad","https://maps.google.com/maps?ll=43.838888,18.341507&z=16&hl=en-US&gl=US&mapclient=apiv3"
https://www.olx.ba/artikal/31321055/cetversoban-dvoetazni-stan-hrasno-prodaja/,Četversoban dvoetažni stan Hrasno prodaja,159.000 KM,Novo Sarajevo,"https://maps.google.com/maps?ll=43.850223,18.380884&z=16&hl=en-US&gl=US&mapclient=apiv3"
